	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.390	0	0	46	0	0	0	0	0	7	0	0	0	0	6	5	0	0	0	0	0	2	0	0	8	180	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	0
Cluster-10.391	15	0	0	0	0	1	0	0	0	0	4	0	29	0	1	0	0	0	0	0	44	5	2	10	0	0	0	0	1	0	0	0	0	195	0	0	0	0	12	0	0	0	0	0
Cluster-10.392	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Cluster-10.393	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
Cluster-10.394	1	0	37	0	0	0	0	0	6	0	2	0	0	0	252	0	0	0	1	0	0	0	0	0	0	0	0	1	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Cluster-10.395	0	0	0	0	0	0	0	0	0	4	33	0	0	1	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18
Cluster-10.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.397	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	97	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Cluster-10.398	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cluster-10.400	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0
Cluster-10.401	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.402	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	18	0	0	0
Cluster-10.403	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.404	0	0	0	0	0	0	347	0	1	0	1	0	0	0	0	0	1	278	0	0	0	0	0	0	0	0	0	1	0	3	0	0	39	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1799	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	9465	0	0	0	0	1	1	3	0	9	0	0	0	0	0
Cluster-10.407	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.408	0	0	0	0	0	0	17	0	0	0	24	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	225	311	0	0	8	0	1	0	0	0	0	0	0	0	118	0	0	0
Cluster-10.409	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.410	0	0	0	105	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	78	227	0	52	0	0	0	0	0	0	0	0	0	183	0	0	1	0	87	0	0	0	0	0
Cluster-10.411	0	0	5	0	0	6	0	0	0	7	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	2	1	177	1	7	0	0	9	0	0	0	0	0	1	1	0	0
Cluster-10.412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	279	0	0	0	0	0	0	0	5	0
Cluster-10.413	3	1	125	0	77	5	46	0	0	0	134	0	30	42	14	12	0	61	86	0	37	0	23	11	0	38	90	260	83	2	17	220	3	70	88	5	46	8	9	139	0	5	0	30
Cluster-10.414	0	0	7	112	40	3	0	0	0	17	0	0	24	0	93	0	0	1947	0	0	0	209	313	0	0	3	0	0	4	0	0	0	0	1	9	7	16	0	0	0	11	5	0	0
Cluster-10.415	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	6	6	4	44	0	6	3	3	29194	2	2	1459	5	94	8	0	0	0
Cluster-10.416	0	0	0	1	0	0	104	0	0	0	0	0	0	2937	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	66	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Cluster-10.417	0	0	16	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	183
Cluster-10.418	0	0	1	0	5	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	39	0	0	0	0	0	0	0
Cluster-10.419	175	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	6	0	10	1	0	0	0	0	0	0	0	0	0	0	2	0	0
Cluster-10.420	0	1	336	0	0	0	18	0	68	0	0	0	7	48	55	0	6	0	0	0	25	0	0	110	0	0	0	0	0	0	0	0	0	88	0	3	11	0	66	0	62	0	0	0
Cluster-10.421	0	0	21	14	5	128	0	2	1	168	22	0	5	0	0	4	2	3	13	0	1	9	2	0	24	143	1	21	24	64	2	13	0	2	218	15	38	3	2	7	37	3	0	4
Cluster-10.422	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.423	0	0	10	0	0	0	0	1	3	0	0	0	12	1	6	0	1	0	1	0	34	0	6	18	13	4	5	8	3	43	5	5	0	95	0	1	6	3	67	2	4	0	0	0
Cluster-10.424	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.425	27	3	1	1896	42	9	10	5	0	7	55	0	1	7	10	17	1	1	14	1	8	2963	7	9	10	1	0	0	1	5283	0	4	30	124	2	1	18	0	214	1	1	45	29	8
Cluster-10.426	0	0	1	0	0	0	0	0	1	513	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	72	2	0	1	1165	1	2	0	1	0	0	1	1	3	4	1	0	0	0
Cluster-10.427	1	0	1	0	0	0	0	0	0	708	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	26	1	2	0	357	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Cluster-10.428	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Cluster-10.429	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0
Cluster-10.431	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cluster-10.432	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.433	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0
Cluster-10.434	0	1	250	0	0	0	0	0	30	4	0	0	0	9	19	0	5	0	0	0	1	0	0	17	9	2	0	0	0	1	0	0	0	25	0	0	0	0	8	0	3	0	0	0
Cluster-10.435	0	29	0	0	0	0	0	0	4	0	1	0	243	0	0	0	0	0	7	0	0	0	0	0	116	148	1	11	0	1	5	18	0	0	0	0	27	0	0	0	1	9	0	0
Cluster-10.436	9	1	0	5	10	4	5	4	1	7	11	0	2	6	4	24	8	0	0	0	2	17	1	0	299	0	0	0	0	1	0	0	17	9	0	0	0	0	0	0	0	10	24	5
Cluster-10.437	1	0	280	2	1	0	1	0	37	8	7	0	0	24	16	8	4	0	0	0	3	4	1	34	28	2	2	10	0	3	2	1	0	33	0	0	0	0	15	0	11	1	0	1
Cluster-10.438	1	0	12	3	53	3	21	4	0	263	104	0	6	1	10	32	7	19	5	0	3	38	8	22	38	10	5	49	3	105	0	98	0	21	21	1	24	0	0	1	2	11	3	7
Cluster-10.439	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
Cluster-10.440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	1	4	3	0	11678	1	2	1	1	2	0	0	398	1	0	0	0	159	0
Cluster-10.441	0	0	0	0	0	0	0	0	0	3	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.442	0	0	0	1	0	31	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	5	0	0	17	0	200	2	0	62	0	0	0	0
Cluster-10.443	0	0	0	0	0	1	0	0	2	0	1	0	33	1	0	43	0	331	0	0	461	0	5	811	183	0	1	0	1027	1	0	280	2	658	0	0	469	2	249	2	0	448	0	0
Cluster-10.444	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0
Cluster-10.445	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	126	0	0	0	0	1	66	0	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.446	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	519	0	0	0	131	6	12	0	0	10	0	0	0	874	0	0	0	0	3	0	0	0	1
Cluster-10.447	3	0	1	11	65	1064	129	47	28	0	2	0	26	255	0	4	10	151	6	0	33	71	2	41	148	1	22	56	61	1958	31	120	0	101	132	29	31	13	62	27	66	105	1	0
Cluster-10.448	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	14	70	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.449	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.450	0	0	21	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.451	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cluster-10.452	6	0	0	0	15	0	4	2	8	0	0	0	0	8	0	0	0	0	4	0	0	4	0	0	0	6	247	312	1	14	848	2	0	0	9	0	0	1373	0	0	118	0	0	0
Cluster-10.453	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.454	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.455	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	8139	0	1	0	1	0	0	0	1	0	2	7	0	0	0
Cluster-10.456	0	0	4	0	0	0	0	0	1	0	1	0	0	101	1	0	0	0	1	0	21	0	418	0	0	0	0	0	0	0	2	0	0	0	421	0	0	2	0	0	1	0	0	0
Cluster-10.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	298	0	0	123	0	0	0	0	219	0	0	0	0	0	0	0	0
Cluster-10.458	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	2	0	0	4	0	0	4	0	0	0	2	0	7	0	0	0	0	0
Cluster-10.459	1	0	0	1	0	0	204	0	0	0	1	0	0	14	0	1	1	0	1	0	0	0	0	0	1524	2	59	1484	1	3	250	0	0	0	0	12	0	0	0	0	0	8	1	1
Cluster-10.460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	4	4	343	1	7	0	0	0	0	0	0	62	0	0	1	0	0	0
Cluster-10.461	17	0	1	20	33	10	6	5	4	8	40	0	1	18	15	42	12	0	2	0	3	24	9	1	2563	0	0	0	0	6	0	2	34	15	36	0	0	698	0	0	1	21	45	7
Cluster-10.462	0	0	0	0	0	0	0	0	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0
Cluster-10.463	0	0	36	2	0	0	0	0	0	0	0	0	0	691	25	0	0	1	0	0	0	23	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
Cluster-10.464	0	1	0	0	1	3	7	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	8	0	488	0	3	0	0	0	0	8	1	0	2	0	0	0	0
Cluster-10.465	0	0	0	0	0	20	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	9647	8	2	1	0	371	0	1	1	0	0	12	0	0	0
Cluster-10.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	11	0	0	0	0	0	27	0	0	0
Cluster-10.467	0	0	0	0	0	0	0	0	3	0	22	0	1	0	0	0	0	0	2	0	0	0	1	0	1	2	1	3	0	271	1	0	0	0	0	0	7	2	0	1	1	0	0	1
Cluster-10.468	0	0	22	0	1	4	0	1	1	1	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	6	204	5295	19	14	889	1	3	0	1	0	1	5	1	0	8	1455	0	0
Cluster-10.469	0	0	0	0	0	19	588	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	18672	1	0	4	0	690	1	0	0	0	2	1	0	0	0
Cluster-10.470	0	0	0	0	0	4	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5592	1	0	0	1	87	1	0	0	0	0	1	0	0	0
Cluster-10.471	0	0	2	1	0	0	1	0	86	0	1	0	421	1	2	2	0	12	328	0	1688	0	0	658	0	1	45	386	265	0	194	99	0	1312	1	0	208	0	1882	0	2	2	1	0
Cluster-10.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Cluster-10.473	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	9	0	0	0
Cluster-10.474	4508	0	0	0	1	21	0	33	1	0	57	0	0	250	2	0	0	0	2	0	2	0	0	0	10	0	2	1	0	4	0	3	0	0	0	11	0	0	0	6	259	0	0	9
Cluster-10.475	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.476	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3410	8	17	2	52	1	3	0	2	0	0	0	2	5	1	10	0	0	0
Cluster-10.477	0	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
Cluster-10.478	0	0	0	0	0	2	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	3	0	22	0	0	0	0	16	1	0	0	0	0
Cluster-10.479	0	0	1	0	0	5	0	0	0	0	13	0	1	0	0	0	4	28	0	0	0	1	0	1	0	5	5272	2748	4	119	5850	3	0	2	1	0	0	9	2	1	10	0	0	0
Cluster-10.480	0	0	0	0	0	0	0	1	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	1	0	2	6	3	1	0	0	0	0	0	0	0	0	3	0	1	0	0
Cluster-10.481	0	0	0	0	0	0	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Cluster-10.482	0	0	0	0	3	0	0	1	1	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	12	23	0	0	5	0	0	0	0	5	42	7	1	5	0	0	0	0
Cluster-10.483	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	5	0	1174	6	0	0	2	0	0	0	1	0	0	445	6	0	88	0	9	4205	0	0	0	32	3	0	0	0	0
Cluster-10.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0
Cluster-10.485	0	0	14	1	112	9	40	12	1	257	195	0	19	3	20	6	5	32	17	0	8	5	24	29	3	45	40	133	12	328	12	11	0	29	41	0	96	2	1	29	8	18	2	10
Cluster-10.486	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	112	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.487	0	0	0	0	0	0	0	394	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.488	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Cluster-10.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	6	0	7	0	0	0	0	0
Cluster-10.490	1	0	0	0	0	0	1	598	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	604	0	0	0	0	270	2	0	0
Cluster-10.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	9	0	0	2	0	6	0	0	11	0	0
Cluster-10.492	0	0	0	0	2	0	102	0	0	0	50	0	0	6	0	0	0	1	34	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Cluster-10.493	0	0	0	0	0	0	107	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	28	0	0	1	0	24	0	0	0
Cluster-10.494	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	7	0	0	1	0	0	0	0	1	8	0	0	0	8	0	7	3	1	8	1	0	0	0	0
Cluster-10.495	0	2	0	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	1	0	128	1	0	66	0	1	2	6	18	7	0	1	0	71	1	0	18	0	129	0	0	0	0	0
Cluster-10.496	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3	10	0	0	1	0	0	0	0	0	0	0	0	0	50	0	0	0
Cluster-10.497	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	23	0	0	5	59	0	0	0	0	7	1	0	1	0	0	0	0
Cluster-10.498	0	0	0	0	8	0	535	0	1	0	7	0	0	28	0	0	0	0	60	0	4	0	4	0	908	11	51	1104	1	4	175	112	0	2	0	21	1	0	2	0	0	4	0	4
Cluster-10.499	0	0	0	0	0	0	26	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	1457	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cluster-10.500	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	88	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.501	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.502	0	0	0	0	0	3	1	0	0	0	1	0	3	2	0	0	0	0	0	0	3	0	0	3	10	0	1	3	0	39	1	2	0	7	13	0	10	1	4	1	20	0	0	0
Cluster-10.503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	518	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0
Cluster-10.504	0	0	0	0	0	1	334	0	0	0	0	0	1	4	0	0	0	0	1	0	5	0	0	0	0	0	0	0	444	0	0	0	17	0	0	0	1	1	2	0	0	0	2	0
Cluster-10.505	0	0	0	1	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	906	1	1	0	3	0	0	2	0	0	0	0	0	0	0
Cluster-10.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	9	14	0	0	0	2	0	0	0	0	0	0	0	0	89	0	0	0
Cluster-10.508	0	0	0	0	0	0	0	473	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	38	0	0	0	3	0	0	0	6	1	0	11	0	2	0	0	0	0	0
Cluster-10.509	0	1	11	0	971	2	0	6	1	1	2	0	1	1	5	0	0	6	3	0	2	0	0	2	13	1	3	9	3	40	6	7	1	3	0	0	11	1	2	5	21	1	0	0
Cluster-10.510	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Cluster-10.511	0	0	0	0	0	0	1	16	0	0	3	0	1	0	0	1	0	1	2	0	1	0	0	5	2	15	0	3	0	14	0	0	0	6	0	0	4	0	1	1	61	0	0	0
Cluster-10.512	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5344	0	1	0	0	0	0	1	0	1	0	0	0	0	0
Cluster-10.513	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	164	2745	0	0	1	0	0	0	0	1	0	0	0	2	0	0
Cluster-10.514	0	0	0	285	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	16	0	0	2	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cluster-10.515	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	10	0	0	2	0	0	0	0	0	0	0	0	0	78	0	0	0
Cluster-10.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	987	0	1	164	0	0	0	1	0	0	0	0	0	458	0	0	0
Cluster-10.517	0	0	0	0	0	0	40	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.518	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.519	0	0	99	0	4	0	0	0	13	0	0	0	0	0	51	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	2877	1	0	1	0	1	0	0	0	0	1	1	0	0	0
Cluster-10.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6867	0	0	0	0	1	1	0	0	1	1	2	0	0	0
Cluster-10.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.523	0	0	38	0	0	0	0	0	2	0	0	0	0	0	12	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	125	0	0	0	0
Cluster-10.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
Cluster-10.525	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
