	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2
Cluster-10.119	0	0	0	0	170	0	0	0	0	0	0	0	1	0	0	0	0	907	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0
Cluster-10.120	0	0	9	0	1	0	5	2	0	337	0	0	0	3	3	7	1	10	0	0	1	0	0	4	3	0	3	4	2	6	1	21	0	2	0	0	2	0	3	22	2	2	0	0
Cluster-10.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	52	0	0	1	1	0	0	0	17	2	1	0	0	0	0
Cluster-10.122	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	26	202	126	0	3	40	0	0	1	15	0	1	0	0	0	0	0	0
Cluster-10.123	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
Cluster-10.125	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.126	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Cluster-10.127	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.128	0	1	91	2	4	0	0	0	1	0	0	0	1	30	17	0	0	2	0	0	13	3	5	0	0	0	0	0	27	5	0	2	0	0	4	2	32	1	0	0	6	0	0	0
Cluster-10.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.130	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.131	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.132	0	0	0	0	0	0	0	0	0	0	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	42	0	0	0	0	0	0	0	0	0	6	0	0	0
Cluster-10.134	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.135	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.136	2	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	1	5	13	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.137	0	0	7	0	0	4	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.138	0	1	450	0	16	0	0	0	59	0	185	0	3	0	201	0	0	0	0	0	27	0	193	13	0	31	10	0	27	0	3	0	0	59	0	1	1	0	33	0	0	0	0	4
Cluster-10.139	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	33	0	0	0	0	15	6	0	0	0	0	2	0	0	0
Cluster-10.140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	7661	0	0	0	0	1	16	0	0	0	0	0	0	0	0
Cluster-10.141	0	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	36	0	0	1	0	0	12	0	0	0
Cluster-10.142	0	1	2	203	0	0	421	0	0	0	0	0	0	0	0	0	0	1	0	0	0	711	0	0	0	7	10	2	1	2	2	0	1	0	13	0	0	0	0	0	0	0	0	0
Cluster-10.143	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	4	11	30	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.144	0	0	0	0	802	0	0	0	0	0	0	0	0	0	0	0	6	173	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Cluster-10.145	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	4	21	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
Cluster-10.146	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.147	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	83	0	0	0	167	0	0	0	0	0	0	0	0	0	0	645	0	0	0
Cluster-10.148	0	0	0	2	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	20	0	0	0
Cluster-10.150	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1417	1	0	0	0	1	0	1	0	1	0	0	0	0	0
Cluster-10.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Cluster-10.154	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	116	745	0	3805	171	4	0	0	0	1	0	0	0	0	0	0	0	0
Cluster-10.155	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	104	12	0	1	0	0	0	0	0	0	5	623	4524	6	27952	1195	13	0	0	2	3	3	2	1	3	2	0	0	0
Cluster-10.156	0	0	8	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	178	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Cluster-10.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.159	0	0	6	0	1	1	2	0	0	0	1297	0	1	3	1	0	0	1	0	0	0	0	0	1	7	1	1	8	1	5	5	1	0	1	0	0	5	0	0	1	6	1	0	0
Cluster-10.160	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	142	1	0	0	0	0	0	0	0	0	0	0	2	0	0
Cluster-10.162	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	47	118	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0
Cluster-10.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.164	0	0	0	0	0	0	0	72	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	2	0	0	2	0	0
Cluster-10.165	0	0	6	0	0	0	1	2	2	0	2	0	2	12	1	0	5	0	10	0	2	7	0	0	2	314	11	10	7	65	2	6	0	2	5	0	2	10	4	3	5	2	0	1
Cluster-10.166	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.167	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cluster-10.170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	1	6	17	0	5	3	0	0	0	0	0	0	2	0	1	0	0	0	0
Cluster-10.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Cluster-10.173	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	4	0	1	0	0	5	0	0	1	0	1	0	0	15	0	2	0	0	0
Cluster-10.174	0	0	47	0	2	0	0	0	1	0	0	0	0	0	902	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Cluster-10.175	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	119	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	14	9901	2	0	0	1	0	0	1	1	0	2	1	0	0	0
Cluster-10.177	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	398	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	4
Cluster-10.178	0	0	13	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0
Cluster-10.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.180	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.181	0	0	0	0	0	0	6	0	0	0	0	0	5	994	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	258	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Cluster-10.182	0	0	0	0	0	0	0	0	0	0	27	0	0	5	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	6
Cluster-10.183	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	476	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	1	0	0
Cluster-10.184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	4	0	0	51	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.185	0	1	101	0	3	0	0	0	12	0	0	0	0	0	31	0	0	0	0	0	0	0	25	1	0	0	2	4	0	11	1	0	0	1	0	0	0	0	0	0	1	0	0	0
Cluster-10.186	0	0	0	0	0	0	49	0	0	0	0	0	0	46	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	65	0	1	0	0	0	0
Cluster-10.187	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	81	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.188	2	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.189	1	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	15	0	7	0	0	13	65	0	0	0	0	1	0	0	0	12	58	0	83	0	4	0	90	1	0	0
Cluster-10.190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.191	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	55	11	30	3	26	0	0	0	4	0	0	308	0	0	0	0	0	0
Cluster-10.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	185	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.196	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	16	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0
Cluster-10.197	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	13	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0
Cluster-10.198	276	0	0	0	0	0	0	0	0	0	0	0	3	55	0	0	2	0	0	0	0	0	0	0	0	0	1	10	0	0	15	1	0	28	0	4	0	0	60	1	64	0	0	0
Cluster-10.199	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	25	0	0	9	0	0	3	3	0	1	3	0	0	86	0	0	0	0	17	1	2	0	0	0
Cluster-10.200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	822	0	1	28	0	0	1	0	501	0
Cluster-10.201	0	0	0	0	3	0	1	0	0	0	3	0	0	2	1	0	0	56	0	0	1	0	0	7	0	1	0	1	1	0	0	0	0	8	1	0	1	0	11	0	0	11	0	0
Cluster-10.202	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.204	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.205	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Cluster-10.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Cluster-10.208	0	0	5	1	1	2494	22	0	25	0	1	0	0	1	6	0	0	0	22	0	1	1	1	1	1	2	1	5	3456	59	5	2	0	3	5	0	1	3001	3	4	1	1061	0	0
Cluster-10.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	2	1	0	0	14	0	2	0	0	0	0	0	0	0	1	0	0
Cluster-10.210	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.211	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.212	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	376	0	0	17	0	0	0	1	0	0
Cluster-10.213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	9	0	2	0	0	1	0	0
Cluster-10.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2590	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Cluster-10.217	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0
Cluster-10.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.219	1	0	8	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	25	0	1	0	0	0	0	2	1	0	3	2	0	0	0
Cluster-10.220	0	0	19	1	98	4	3	0	33	64	59	0	16	409	15	0	0	3	0	0	45	3	2	27	26	0	40	64	60	54	42	12	0	75	6	0	36	0	86	0	0	16	0	9
Cluster-10.221	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.222	19	0	1	9	18	8	3	1	3	3	13	0	1	926	3	15	1	0	1	0	7	13	73	0	5	0	0	0	0	0	0	2	17	3	0	0	1	0	0	0	0	191	15	8
Cluster-10.223	0	0	0	0	0	2	15	11	0	0	18	0	10	0	0	1	3	13	3	0	8	0	0	115	54	7	5	10	18	118	0	3	0	180	5	0	21	0	26	3	5	0	0	0
Cluster-10.224	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	217	0	0	0	0	0	2	0	20	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.225	0	0	13	0	0	0	0	0	75	0	0	0	0	0	7	0	172	4	0	0	0	0	2	1	64	0	1	1	0	15	0	0	0	0	0	0	2	0	0	10	0	0	0	0
Cluster-10.226	0	1	0	0	47	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0
Cluster-10.228	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0
Cluster-10.230	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	25	0	0	0	0	0	2	0	0	2	8	12	1	4717	0	0	0	1	0	0	1	2	0	1	20	3	0	0
Cluster-10.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.234	34	1	166	0	116	106	37	0	1	0	63	0	233	46	221	9	12	55	261	0	78	0	65	89	56	341	637	137	66	9	171	116	51	196	151	43	178	73	220	82	18	18	15	73
Cluster-10.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	36
Cluster-10.236	0	0	0	0	1	0	0	2065	0	0	0	0	0	4	0	1	1	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	1	2	1	0	0	0	0	1	10	0	0	0
Cluster-10.237	2	0	0	0	0	18	0	0	0	0	3	0	16	0	0	0	0	0	48	0	27	0	0	12	184	0	0	1	2	2	0	0	0	31	42	0	123	40	2	0	69	7	1	0
Cluster-10.238	0	0	177	0	52	0	1	0	0	0	511	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	2	19	5	0	0	0	0	0	0	0	1	1	0	0	0	0	18
Cluster-10.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	52	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.240	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	51	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.241	103	0	12	85	207	57	42	43	12	68	188	2	8	87	62	187	69	0	5	0	21	164	25	3	3169	1	6	0	4	19	0	10	141	50	41	1	6	939	3	2	0	104	241	45
Cluster-10.242	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	6	0	0	0	0
Cluster-10.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	6666	0	0	0	0	2	1	0	2	1	0	0	0	0	0
Cluster-10.245	0	0	0	0	0	0	270	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	8220	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Cluster-10.246	0	1	0	0	92	0	46	0	26	0	0	0	19	1	0	0	0	0	0	0	37	1	0	130	0	0	0	11	134	12	4	0	0	103	0	0	17	0	41	3027	151	0	0	0
Cluster-10.247	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Cluster-10.248	0	0	8	0	0	0	0	0	1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	326	0	0	1	0	0	0
Cluster-10.249	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.250	0	0	1	0	0	5	0	252	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	118	0	1	0	0	0	0	0	0	0	0	335	0	0	0
Cluster-10.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.252	0	0	0	0	0	0	0	0	10	0	0	0	0	0	94	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.253	0	0	0	0	107	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	15	0	3	1	0	1770	0	0	0	0	31	0	0	109	0	2	0	0	0	0	0
